"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Clark, Katherine","Katherine M. Clark","Representative","MA","D","HSED14","Early Childhood, Elementary, and Secondary Education","Member",7,2093
"Clark, Katherine","Katherine M. Clark","Representative","MA","D","HSSY","House Committee on Science, Space, and Technology","Member",11,2093
"Clark, Katherine","Katherine M. Clark","Representative","MA","D","HSSY15","Research and Technology","Member",3,2093
"Clark, Katherine","Katherine M. Clark","Representative","MA","D","HSSY20","Energy","Member",5,2093
"Perry, Scott","Scott Perry","Representative","PA","R","HSFA","House Committee on Foreign Affairs","Member",16,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSFA05","Asia and the Pacific","Member",7,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSFA18","Terrorism, Nonproliferation, and Trade","Member",5,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSHM","House Committee on Homeland Security","Member",9,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSHM08","Cybersecurity, Infrastructure Protection, and Security Technologies","Member",4,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSHM09","Oversight and Management Efficiency","Chair",1,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSPW","House Committee on Transportation and Infrastructure","Member",19,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSPW12","Highways and Transit","Member",17,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSPW13","Economic Development, Public Buildings, and Emergency Management","Member",5,4083
"Perry, Scott","Scott Perry","Representative","PA","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",10,4083
"Paulsen, Erik","Erik Paulsen","Representative","MN","R","HSWM","House Committee on Ways and Means","Member",12,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R","HSWM02","Health","Member",12,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R","HSWM04","Trade","Member",6,8178
"Paulsen, Erik","Erik Paulsen","Representative","MN","R","JSEC","Joint Economic Committee","Member",5,8178
"Delaney, John K","John K. Delaney","Representative","MD","D","HSBA","House Committee on Financial Services","Member",22,622
"Delaney, John K","John K. Delaney","Representative","MD","D","HSBA09","Oversight and Investigations","Member",5,622
"Delaney, John K","John K. Delaney","Representative","MD","D","HSBA15","Financial Institutions and Consumer Credit","Member",10,622
"Delaney, John K","John K. Delaney","Representative","MD","D","JSEC","Joint Economic Committee","Member",4,622
"Guinta, Frank","Frank C. Guinta","Representative","NH","R","HSBA","House Committee on Financial Services","Member",28,240
"Guinta, Frank","Frank C. Guinta","Representative","NH","R","HSBA15","Financial Institutions and Consumer Credit","Member",13,240
"Guinta, Frank","Frank C. Guinta","Representative","NH","R","HSBA20","Monetary Policy and Trade","Member",10,240
"Moore, Gwen","Gwen Moore","Representative","WI","D","HSBA","House Committee on Financial Services","Member",13,2036
"Moore, Gwen","Gwen Moore","Representative","WI","D","HSBA04","Housing and Insurance","Member",6,2036
"Moore, Gwen","Gwen Moore","Representative","WI","D","HSBA20","Monetary Policy and Trade","Ranking Member",1,2036
"Moore, Gwen","Gwen Moore","Representative","WI","D","HSBU","House Committee on the Budget","Member",5,2036
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSBA","House Committee on Financial Services","Member",19,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSBA09","Oversight and Investigations","Member",7,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSBA15","Financial Institutions and Consumer Credit","Member",9,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSBA20","Monetary Policy and Trade","Vice Chair",2,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSGO","House Committee on Oversight and Government Reform","Member",16,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSGO24","Government Operations","Member",6,16369
"Mulvaney, Mick","Mick Mulvaney","Representative","SC","R","HSGO27","Health Care, Benefits and Administrative Rules","Vice Chair",8,16369
"Ross, Dennis","Dennis A. Ross","Representative","FL","R","HSBA","House Committee on Financial Services","Member",21,273
"Ross, Dennis","Dennis A. Ross","Representative","FL","R","HSBA04","Housing and Insurance","Member",9,273
"Ross, Dennis","Dennis A. Ross","Representative","FL","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",12,273
"Scott, David","David Scott","Representative","GA","D","HSAG","House Committee on Agriculture","Member",2,4083
"Scott, David","David Scott","Representative","GA","D","HSAG16","General Farm Commodities and Risk Management","Member",5,4083
"Scott, David","David Scott","Representative","GA","D","HSAG22","Commodity Exchanges, Energy, and Credit","Ranking Member",1,4083
"Scott, David","David Scott","Representative","GA","D","HSBA","House Committee on Financial Services","Member",10,4083
"Scott, David","David Scott","Representative","GA","D","HSBA15","Financial Institutions and Consumer Credit","Member",4,4083
"Scott, David","David Scott","Representative","GA","D","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",6,4083
"Williams, Roger","Roger Williams","Representative","TX","R","HSBA","House Committee on Financial Services","Member",30,32752
"Williams, Roger","Roger Williams","Representative","TX","R","HSBA04","Housing and Insurance","Member",12,32752
"Williams, Roger","Roger Williams","Representative","TX","R","HSBA15","Financial Institutions and Consumer Credit","Member",15,32752
"Calvert, Ken","Ken Calvert","Representative","CA","R","HSAP","House Committee on Appropriations","Member",9,4083
"Calvert, Ken","Ken Calvert","Representative","CA","R","HSAP02","Defense","Member",4,4083
"Calvert, Ken","Ken Calvert","Representative","CA","R","HSAP06","Interior, Environment, and Related Agencies","Chair",1,4083
"Calvert, Ken","Ken Calvert","Representative","CA","R","HSAP10","Energy and Water Development, and Related Agencies","Member",3,4083
