"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSHR09","Children and Families","Member",2,32752
"Murkowski, Lisa","Lisa Murkowski","Senator","AK","R","SSHR12","Primary Health and Retirement Security","Member",9,32752
"Udall, Tom","Tom Udall","Senator","NM","D","JCSE","Commission on Security and Cooperation in Europe","Member",3,1013
"Udall, Tom","Tom Udall","Senator","NM","D","JSPR","Joint Committee on Printing","Member",2,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SLIA","Senate Committee on Indian Affairs","Member",3,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP","Senate Committee on Appropriations","Member",8,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",4,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP02","Department of Defense","Member",8,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP17","Department of the Interior, Environment, and Related Agencies","Ranking Member",1,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",4,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSAP22","Energy and Water Development","Member",5,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",9,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM01","Aviation Operations, Safety, and Security","Member",7,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",6,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM24","Space, Science, and Competitiveness","Member",5,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",8,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSCM26","Communications, Technology, Innovation, and the Internet","Member",8,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSFR","Senate Committee on Foreign Relations","Member",6,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",4,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",2,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSFR09","Africa and Global Health Policy","Member",3,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSFR15","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Ranking Member",1,1013
"Udall, Tom","Tom Udall","Senator","NM","D","SSRA","Senate Committee on Rules and Administration","Member",4,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SPAG","Senate Special Committee on Aging","Member",9,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSAS","Senate Committee on Armed Services","Member",10,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSAS13","SeaPower","Member",5,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSAS15","Readiness and Management Support","Ranking Member",1,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSAS20","Emerging Threats and Capabilities","Member",6,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSBU","Senate Committee on the Budget","Member",9,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSFR","Senate Committee on Foreign Relations","Member",8,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSFR01","Europe and Regional Security Cooperation","Member",3,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",3,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSFR07","Near East, South Asia, Central Asia, and Counterterrorism","Member",4,1013
"Kaine, Tim","Tim Kaine","Senator","VA","D","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Ranking Member",1,1013
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSIF","House Committee on Energy and Commerce","Member",8,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSIF02","Oversight and Investigations","Member",3,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSIF14","Health","Member",6,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSIF17","Commerce, Manufacturing, and Trade","Chair",1,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSRU","House Committee on Rules","Member",5,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","HSRU02","Legislative and Budget Process","Member",3,749
"Burgess, Michael","Michael C. Burgess","Representative","TX","R","JCSE","Commission on Security and Cooperation in Europe","Member",4,749
"Lance, Leonard","Leonard Lance","Representative","NJ","R","HSIF","House Committee on Energy and Commerce","Member",14,16369
"Lance, Leonard","Leonard Lance","Representative","NJ","R","HSIF14","Health","Member",9,16369
"Lance, Leonard","Leonard Lance","Representative","NJ","R","HSIF16","Communications and Technology","Member",6,16369
"Lance, Leonard","Leonard Lance","Representative","NJ","R","HSIF17","Commerce, Manufacturing, and Trade","Vice Chair",2,16369
"Kinzinger, Adam","Adam Kinzinger","Representative","IL","R","HSIF","House Committee on Energy and Commerce","Member",19,32752
"Kinzinger, Adam","Adam Kinzinger","Representative","IL","R","HSIF03","Energy and Power","Member",9,32752
"Kinzinger, Adam","Adam Kinzinger","Representative","IL","R","HSIF16","Communications and Technology","Member",10,32752
"Kinzinger, Adam","Adam Kinzinger","Representative","IL","R","HSIF17","Commerce, Manufacturing, and Trade","Member",8,32752
"Peterson, Collin","Collin C. Peterson","Representative","MN","D","HSAG","House Committee on Agriculture","Ranking Member",1,749
"Scott, Austin","Austin Scott","Representative","GA","R","HSAG","House Committee on Agriculture","Member",9,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAG14","Biotechnology, Horticulture, and Research","Member",3,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAG16","General Farm Commodities and Risk Management","Member",6,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAG22","Commodity Exchanges, Energy, and Credit","Chair",1,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAS","House Committee on Armed Services","Member",22,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAS03","Readiness","Member",4,8178
"Scott, Austin","Austin Scott","Representative","GA","R","HSAS06","Oversight and Investigations","Member",5,8178
"Holding, George","George Holding","Representative","NC","R","HSWM","House Committee on Ways and Means","Member",21,32752
"Holding, George","George Holding","Representative","NC","R","HSWM05","Tax Policy","Member",9,32752
"Holding, George","George Holding","Representative","NC","R","HSWM06","Oversight","Member",3,32752
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R","HSWM","House Committee on Ways and Means","Member",11,8178
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R","HSWM02","Health","Member",9,8178
"Jenkins, Lynn","Lynn Jenkins","Representative","KS","R","HSWM04","Trade","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSAS","Senate Committee on Armed Services","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSAS13","SeaPower","Member",3,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSAS15","Readiness and Management Support","Chairman",1,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSAS20","Emerging Threats and Capabilities","Member",2,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSBU","Senate Committee on the Budget","Member",9,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSCM01","Aviation Operations, Safety, and Security","Chairman",1,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Member",3,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSCM26","Communications, Technology, Innovation, and the Internet","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",6,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSGA01","Permanent Subcommittee on Investigations","Member",5,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSGA18","Federal Spending Oversight and Emergency Management","Member",4,8178
"Ayotte, Kelly","Kelly Ayotte","Senator","NH","R","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",9,8178
"Dingell, Debbie","Debbie Dingell","Representative","MI","D","HSBU","House Committee on the Budget","Member",11,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D","HSII","House Committee on Natural Resources","Member",14,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D","HSII10","Federal Lands","Member",7,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D","HSII13","Water, Power and Oceans","Member",10,32752
"Dingell, Debbie","Debbie Dingell","Representative","MI","D","HSII15","Oversight and Investigations","Ranking Member",1,32752
"Cramer, Kevin","Kevin Cramer","Representative","ND","R","HSIF","House Committee on Energy and Commerce","Member",31,8178
"Cramer, Kevin","Kevin Cramer","Representative","ND","R","HSIF02","Oversight and Investigations","Member",12,8178
"Cramer, Kevin","Kevin Cramer","Representative","ND","R","HSIF16","Communications and Technology","Member",16,8178
"Cramer, Kevin","Kevin Cramer","Representative","ND","R","HSIF18","Environment and the Economy","Member",12,8178
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D","HSIF","House Committee on Energy and Commerce","Member",3,114
"Eshoo, Anna","Anna G. Eshoo","Representative","CA","D","HSIF16","Communications and Technology","Ranking Member",1,114
"Rubio, Marco","Marco Rubio","Senator","FL","R","SLIN","Senate Select Committee on Intelligence","Member",4,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",4,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSCM01","Aviation Operations, Safety, and Security","Member",4,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Chairman",1,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSCM24","Space, Science, and Competitiveness","Member",2,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSCM26","Communications, Technology, Innovation, and the Internet","Member",3,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSFR","Senate Committee on Foreign Relations","Member",3,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",2,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Chairman",1,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSFR07","Near East, South Asia, Central Asia, and Counterterrorism","Member",4,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSFR09","Africa and Global Health Policy","Member",5,4083
"Rubio, Marco","Marco Rubio","Senator","FL","R","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",3,4083
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSFA","House Committee on Foreign Affairs","Member",7,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSFA07","The Western Hemisphere","Member",4,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM","House Committee on Homeland Security","Chair",1,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM05","Counterterrorism and Intelligence","Ex Officio",6,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM07","Transportation Security","Ex Officio",6,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM08","Cybersecurity, Infrastructure Protection, and Security Technologies","Ex Officio",7,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM09","Oversight and Management Efficiency","Ex Officio",6,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM11","Border and Maritime Security","Ex Officio",8,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSHM12","Emergency Preparedness, Response, and Communications","Ex Officio",6,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSSY","House Committee on Science, Space, and Technology","Member",6,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSSY15","Research and Technology","Member",3,622
"McCaul, Michael","Michael T. McCaul","Representative","TX","R","HSSY16","Space","Member",4,622
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSED","House Committee on Education and the Workforce","Member",9,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSED02","Health, Employment, Labor, and Pensions","Member",6,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSED13","Higher Education and Workforce Training","Member",4,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSIF","House Committee on Energy and Commerce","Member",15,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSIF14","Health","Vice Chair",2,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSIF16","Communications and Technology","Member",7,16369
"Guthrie, Brett","Brett Guthrie","Representative","KY","R","HSIF17","Commerce, Manufacturing, and Trade","Member",5,16369
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA","House Committee on Financial Services","Chair",1,32752
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA04","Housing and Insurance","Ex Officio",13,32752
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA09","Oversight and Investigations","Ex Officio",13,32752
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA15","Financial Institutions and Consumer Credit","Ex Officio",18,32752
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Ex Officio",18,32752
"Hensarling, Jeb","Jeb Hensarling","Representative","TX","R","HSBA20","Monetary Policy and Trade","Ex Officio",13,32752
"Ryan, Paul","Paul Ryan","Representative","WI","R","JSTX","Joint Committee on Taxation","Chairman",1,1013
"McCain, John","John McCain","Senator","AZ","R","SLIA","Senate Committee on Indian Affairs","Member",2,4083
"McCain, John","John McCain","Senator","AZ","R","SLIN","Senate Select Committee on Intelligence","Ex Officio",10,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS","Senate Committee on Armed Services","Chairman",1,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS13","SeaPower","Ex Officio",8,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS14","Airland","Ex Officio",9,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS15","Readiness and Management Support","Ex Officio",7,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS16","Strategic Forces","Ex Officio",7,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS17","Personnel","Ex Officio",6,4083
"McCain, John","John McCain","Senator","AZ","R","SSAS20","Emerging Threats and Capabilities","Ex Officio",8,4083
"McCain, John","John McCain","Senator","AZ","R","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",2,4083
"McCain, John","John McCain","Senator","AZ","R","SSGA01","Permanent Subcommittee on Investigations","Member",2,4083
"McCain, John","John McCain","Senator","AZ","R","SSGA19","Regulatory Affairs and Federal Management","Member",2,4083
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R","HSAP","House Committee on Appropriations","Member",2,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R","HSAP02","Defense","Chair",1,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R","HSAP10","Energy and Water Development, and Related Agencies","Member",2,16616
"Frelinghuysen, Rodney","Rodney P. Frelinghuysen","Representative","NJ","R","HSAP15","Homeland Security","Vice Chair",3,16616
"Latta, Robert E","Robert E. Latta","Representative","OH","R","HSIF","House Committee on Energy and Commerce","Member",11,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R","HSIF03","Energy and Power","Member",5,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R","HSIF16","Communications and Technology","Vice Chair",2,622
"Latta, Robert E","Robert E. Latta","Representative","OH","R","HSIF18","Environment and the Economy","Member",6,622
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSAG","House Committee on Agriculture","Member",3,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSAG15","Conservation and Forestry","Member",2,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSAG16","General Farm Commodities and Risk Management","Member",2,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSAG22","Commodity Exchanges, Energy, and Credit","Member",3,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSBA","House Committee on Financial Services","Member",4,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSBA15","Financial Institutions and Consumer Credit","Member",3,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSBA20","Monetary Policy and Trade","Member",3,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSSY","House Committee on Science, Space, and Technology","Vice Chair",4,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSSY15","Research and Technology","Member",2,367
"Lucas, Frank D","Frank D. Lucas","Representative","OK","R","HSSY16","Space","Member",3,367
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","JSTX","Joint Committee on Taxation","Member",2,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Ranking Member",1,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF13","Commodities, Risk Management and Trade","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF14","Conservation, Forestry and Natural Resources","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF15","Rural Development and Energy","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSAF17","Livestock, Marketing and Agriculture Security","Ex Officio",6,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSBU","Senate Committee on the Budget","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSEG","Senate Committee on Energy and Natural Resources","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSEG01","Energy","Member",3,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSEG03","Public Lands, Forests, and Mining","Member",2,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSEG04","National Parks","Member",4,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSFI","Senate Committee on Finance","Member",3,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSFI10","Health Care","Ranking Member",1,65519
"Stabenow, Debbie","Debbie Stabenow","Senator","MI","D","SSFI13","International Trade, Customs, and Global Competitiveness","Member",3,65519
"Tillis, Thom","Thom Tillis","Senator","NC","R","SPAG","Senate Special Committee on Aging","Member",10,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",8,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAF15","Rural Development and Energy","Member",5,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",5,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAF17","Livestock, Marketing and Agriculture Security","Member",4,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAS","Senate Committee on Armed Services","Member",10,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAS13","SeaPower","Member",5,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAS17","Personnel","Member",4,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSAS20","Emerging Threats and Capabilities","Member",5,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSJU","Senate Committee on the Judiciary","Member",11,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",3,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSJU04","Immigration and the National Interest","Member",8,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSJU21","the Constitution","Member",2,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSJU23","Privacy, Technology and the Law","Member",5,4083
"Tillis, Thom","Thom Tillis","Senator","NC","R","SSVA","Senate Committee on Veterans' Affairs","Member",7,4083
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSAG","House Committee on Agriculture","Member",25,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSAG14","Biotechnology, Horticulture, and Research","Member",8,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSAG29","Livestock and Foreign Agriculture","Member",7,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSII","House Committee on Natural Resources","Member",19,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSII10","Federal Lands","Member",9,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSII13","Water, Power and Oceans","Member",11,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSRU","House Committee on Rules","Member",9,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSRU02","Legislative and Budget Process","Member",5,8178
"Newhouse, Dan","Dan Newhouse","Representative","WA","R","HSRU04","Rules and Organization of the House","Member",4,8178
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R","HSIF","House Committee on Energy and Commerce","Member",5,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R","HSIF03","Energy and Power","Member",4,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R","HSIF14","Health","Chair",1,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R","HSIF18","Environment and the Economy","Member",4,63
"Pitts, Joe","Joseph R. Pitts","Representative","PA","R","JCSE","Commission on Security and Cooperation in Europe","Member",2,63
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SLET","Senate Select Committee on Ethics","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP","Senate Committee on Appropriations","Member",11,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",6,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP20","State, Foreign Operations, and Related Programs","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP22","Energy and Water Development","Member",8,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP23","Financial Services and General Government","Ranking Member",1,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",6,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSFR","Senate Committee on Foreign Relations","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSFR09","Africa and Global Health Policy","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSJU","Senate Committee on the Judiciary","Member",8,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",2,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSJU21","the Constitution","Member",3,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSJU23","Privacy, Technology and the Law","Member",5,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Ranking Member",1,115
"Coons, Chris","Christopher A. Coons","Senator","DE","D","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",7,115
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSFA","House Committee on Foreign Affairs","Member",10,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSFA13","The Middle East and North Africa","Member",4,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSFA18","Terrorism, Nonproliferation, and Trade","Member",3,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSJU","House Committee on the Judiciary","Member",5,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSJU03","Courts, Intellectual Property, and the Internet","Chair",1,528
"Issa, Darrell","Darrell E. Issa","Representative","CA","R","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Member",3,528
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSHA","House Committee on House Administration","Member",2,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSJU","House Committee on the Judiciary","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSJU01","Immigration and Border Security","Ranking Member",1,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSJU03","Courts, Intellectual Property, and the Internet","Member",10,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSSY","House Committee on Science, Space, and Technology","Member",2,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSSY16","Space","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","HSSY21","Oversight","Member",3,4083
"Lofgren, Zoe","Zoe Lofgren","Representative","CA","D","JSLC","Joint Committee on the Library","Member",2,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SPAG","Senate Special Committee on Aging","Member",2,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSAS","Senate Committee on Armed Services","Member",2,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSAS13","SeaPower","Member",2,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSAS16","Strategic Forces","Member",2,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSAS20","Emerging Threats and Capabilities","Ranking Member",1,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM","Senate Committee on Commerce, Science, and Transportation","Ranking Member",1,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM01","Aviation Operations, Safety, and Security","Ex Officio",10,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Ex Officio",7,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Ex Officio",7,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM24","Space, Science, and Competitiveness","Ex Officio",6,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Ex Officio",9,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSCM26","Communications, Technology, Innovation, and the Internet","Ex Officio",11,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSFI","Senate Committee on Finance","Member",5,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSFI11","Taxation and IRS Oversight","Member",3,4083
"Nelson, Bill","Bill Nelson","Senator","FL","D","SSFI12","Energy, Natural Resources, and Infrastructure","Member",3,4083
